hold.kdd1.yml,achievement.name.l2.2s3e,Be Fast!,Prędko!
hold.kdd1.yml,achievement.name.l2.3n,Calm Arm,Spokojna Dłoń
hold.kdd1.yml,achievement.name.l3.1n1e,Speeding,Przekraczanie Prędkości
hold.kdd1.yml,achievement.name.l3.1n1w,Visibility,Widoczność
hold.kdd1.yml,achievement.name.l3.1n2w,Invisibless,Nieniewidzialny
hold.kdd1.yml,achievement.name.l3.1s,The Eight Gates of Bill,Osiem Wrót Billa
hold.kdd1.yml,achievement.name.l3.2n,Get the Scroll,Chwytaj Zwój
hold.kdd1.yml,achievement.name.l3.2n1e,Fine Roach Control,Motoryka Karaczania
hold.kdd1.yml,achievement.name.l3.3n,The Mystery,Zagadka
hold.kdd1.yml,achievement.name.l4.1n,Don't Look Back,Nie Patrz w Tył
hold.kdd1.yml,achievement.name.l4.1s1e,Alone with the Roaches,Sam z Karaczanami
hold.kdd1.yml,achievement.name.l4.1s2e,Pits are Pretty,Przepaście są Piękne
hold.kdd1.yml,achievement.name.l4.2e,Good Style,Dobry Styl
hold.kdd1.yml,achievement.name.l4.2s1e,Emptiness of Nothingness,Pustka Nicości
hold.kdd1.yml,achievement.name.level_1,Amateur Delver,Grzebacz Amator
hold.kdd1.yml,achievement.name.level_2,Fledgling Smiter,Początkujący Eksterminator
hold.kdd1.yml,achievement.name.level_3,Contract Exterminator,Niezależny Oczyszczacz
hold.kdd1.yml,achievement.name.level_4,I'm a Professional!,Jestem Profesjonalistą!
hold.kdd1.yml,achievement.name.monster_kills_0,Grilled Roaches,Grilowane Karaczany
hold.kdd1.yml,achievement.name.monster_kills_1,Sliced Queens,Krojone Królowe
hold.kdd1.yml,achievement.name.monster_kills_2,Scrambled Eggs,Jajecznica
hold.kdd1.yml,achievement.name.monster_kills_5,Wraithwing Wings,Widmopierze Skrzydełka
hold.kdd1.yml,achievement.name.monster_kills_6,Evil Eye Pudding,Puding z Oczu
hold.kdd1.yml,achievement.name.monster_kills_7,Serpent Maki,Pytonie Maki
hold.kdd1.yml,achievement.name.monster_kills_8,Tar Passata,Smołczycna Passata
hold.kdd1.yml,achievement.name.monster_kills_9,Baby Pierogi,Smołkowe Pierogi
hold.kdd1.yml,achievement.name.rooms,Down with the Green,Koniec z Zielonym
hold.kdd1.yml,achievement.name.steps,Walkin' to the Moon,Krokami na Księżyc
hold.kdd1.yml,achievement.name.total_kills,Horde Management,Zarządanie Hordą
hold.kdd1.yml,achievement.name.trapdoors,Making Room,Robiąć Miejsce
hold.kdd1.yml,achievement.name.tuning_fork_in_sequence,Tuning Fork,Kwamerton
hold.kdd1.yml,achievement.name.undo,Time is Null!,Czas to Nic!
hold.kdd1.yml,achievement.name.wake_up_eyes,I've Got an Eye on You,Mam Na Ciebie Oko
hold.kdd1.yml,entrance.lvl_1.entrance.13x13,"Beethro Budkin, fifth-generation professional dungeon exterminator, was hired by King Dugan to clear the king's multi-level dungeon of a large monster infestation.
Beethro charges by the room, and as a professional, he is contract-bound to clear all the monsters from each and every room in the dungeon to get paid.
The only weapon Beethro needs to do his job is a Really Big Sword, which will defeat almost any monster in a single hit.

-----

""I hope you're not going to charge me for the top level. I already have that cleaned up. Well, mostly."" -King Dugan","Beethro Budkin - profesjonalny eksterminator piątego pokolenia - został zatrudniony przez Króla Dugana by oczyścić jego wielopoziomowe lochy z inwazji robactwa i bestii. Chociaż Beethro nalicza opłate od każdej oczyszczonej komnaty jako profesjonalny ekstermistrz związany jest kontraktem do oczyszczenia każdej komnaty na każdym poziomie by w ogóle zobaczyć pieniądze. Jedyną bronią jakiej potrzebuje to Naprawdę Wielki Miecz, którym potrafi zabić prawie każdą bestię jednym, celnym ciosem.

-----

""Mam nadzieję, że nie będziesz kazał mi płacić za pierwsze piętro, już je wyczyściliśmy. No, prawie."" -Król Dugan"
hold.kdd1.yml,entrance.lvl_2.entrance.13x12,"Beethro's a bit rusty, but the next level should get him in good chopping form.","Ostatnimi czasy Beethro nieco zaniedbał swoje umiejętnośc ale kolejne piętro powinno przywrócić go do dawnej, ciętej formy."
hold.kdd1.yml,entrance.lvl_3.entrance.13x12,"""Hmm..."" pondered Beethro. ""So far, I see mostly roaches down here. This looks like a cake job.""","""Hmm..."" rozmyślał Beethro. ""Jak na razie to spotkałem głównie same karaczany. Wygląda na to, że to będzie bułka z masłem."""
hold.kdd1.yml,entrance.lvl_4.2n1e.17x18,Beethro came back to finish the proper smiting business he was hired to do.,Beethro wrócił by dokończyć zlecone mu siekanie potworów.
hold.kdd1.yml,entrance.lvl_4.entrance.13x12,"""I wish I had some more of those mimics down here with me!"" said Beethro. ""It would go a lot quicker.""","""Przydałoby się więcej mimików!"" powiedział Beethro. ""Poszłoby o wiele szybciej."""
hold.kdd1.yml,entrance.lvl_5.entrance.13x12,"Beethro descended the stairs, only to find himself in an uncharted corridor...

He won't get paid for clean-up here, but his professional honor urges him onward.","Beethro zszedłszy po schodach znalazł się w niezbadanym korytarzu...

Dugan nie zapłaci mu za ich oczyszczenie ale jego profesjonalizm popycha go naprzód."
hold.kdd1.yml,entrance.lvl_5.entrance.18x11,"Beethro descended the stairs, only to find himself in an uncharted corridor...

He won't get paid for clean-up here, but his professional honor urges him onward.","Beethro zszedłszy po schodach znalazł się w niezbadanym korytarzu...

Dugan nie zapłaci mu za ich oczyszczenie ale jego profesjonalizm popycha go naprzód."
hold.kdd1.yml,entrance.lvl_5.entrance.7x11,"Beethro descended the stairs, only to find himself in an uncharted corridor...

He won't get paid for clean-up here, but his professional honor urges him onward.","Beethro zszedłszy po schodach znalazł się w niezbadanym korytarzu...

Dugan nie zapłaci mu za ich oczyszczenie ale jego profesjonalizm popycha go naprzód."
hold.kdd1.yml,hold_name,King Dugan's Dungeon Lite 1,King Dugan's Dungeon Lite 1
hold.kdd1.yml,level_name_1,First Level,Pierwszy Poziom
hold.kdd1.yml,level_name_2,Second Level,Drugi Poziom
hold.kdd1.yml,level_name_3,Third Level,Trzeci Poziom
hold.kdd1.yml,level_name_4,Fourth Level,Czwarty Poziom
hold.kdd1.yml,level_name_5,Mastery Level,Mistrzowski Poziom
hold.kdd1.yml,outro,"What will Beethro face next? Will the dangers become more hazardous? Will he manage to clean up the whole of King Dugan's Dungeon and finally get paid? <p> </p><p> </p> <p> </p><p> </p> <p> </p><p> </p>
<font size=""32"" color=""#FFFF00"">Congratulations!</font> <p> </p><p> </p> <p> </p><p> </p> <p> </p><p> </p>

You have completed the first episode King Dugan's Dungeon Lite. Did you enjoy the experience?","Co czeka na Beethro dalej? Czy zagrożenia staną się jeszcze bardziej niebezpieczne? Czy uda mu się oczyścić całe lochy Dugana i otrzymać zapłatę?<p> </p><p> </p> <p> </p><p> </p> <p> </p><p> </p>
<font size=""32"" color=""#FFFF00"">Gratulacje!</font> <p> </p><p> </p> <p> </p><p> </p> <p> </p><p> </p>

Udało Ci się przejść drugi epizod lochów Dugana! Mam nadzieję, że rozgrywka sprawiła Ci frajdę!"""
hold.kdd1.yml,scroll.lvl_1.1n.12x19,You can move diagonally even through very narrow corridors.,Idąc po skosie można przecisnąć się przez niezwykle wąskie szczeliny.
hold.kdd1.yml,scroll.lvl_1.1n.15x13,"This yellow door will serve its purpose later.

For now just continue west.","Cel tych żółtych wrót poznasz w przyszłości.

Tymczasem idź dalej na zachód."
hold.kdd1.yml,scroll.lvl_1.1n1e.18x7,These stairs lead to the next level. Beware of what you will meet there...,Te schody prowadzą na kolejny poziom. Strzeż się tego co na ciebie tam czeka...
hold.kdd1.yml,scroll.lvl_1.1n1w.18x14,Rotate your sword using `%keymap.turn_ccw%` and `%keymap.turn_cw%`.,Obracaj się przy pomocy `%keymap.turn_ccw%` oraz `%keymap.turn_cw%`.
hold.kdd1.yml,scroll.lvl_1.1n1w.21x21,Some orbs toggle the yellow doors between their open and closed states.,Niektóre kule przełączają wrota pomiędzy otwarciem i zamknięciem na zmianę...
hold.kdd1.yml,scroll.lvl_1.1n1w.4x13,Strike the orb with your sword to open doors in the room.,Uderzone mieczem kule mają moc otwierania wrót w tym samym pomieszczeniu.
hold.kdd1.yml,scroll.lvl_1.2n1w.14x14,"Instead of toggling a yellow door, an orb might always open or close it.",...zaś inne będą wrota zawsze zamykać lub otwierać.
hold.kdd1.yml,scroll.lvl_1.2n1w.19x15,You can find out what an orb does by clicking it with your mouse. Differently colored highlighted doors indicate the different effects.,"Kliknij lewym przyciskiem myszy na wrota lub kulę by dowiedzieć się jak na siebie wpływają.
Różne kolory podświetlenia oznaczają różne rzeczy."
hold.kdd1.yml,scroll.lvl_1.3n1w.11x12,Required rooms are marked with a red background on the minimap.,Wymagane komnaty można poznać po czerwonym tle na minimapie.
hold.kdd1.yml,scroll.lvl_1.3n1w.9x13,Blue gates open once you conquer all the required rooms on a given level (floor).,Niebieskie wrota otwierają się po oczyszczeniu każdej komnaty na poziomie.
hold.kdd1.yml,scroll.lvl_1.3n2w.10x5,"On the minimap, conquered rooms are marked with white as opposed to the unconquered ones which are red.","Na minimapie oczyszczeone komnaty mają białe tło w przeciwieństwie do zasiedlonych przez potwory, które są czerwone."
hold.kdd1.yml,scroll.lvl_1.3n2w.12x12,Current speech and hovering text can be skipped with the space bar.,Dialogi można pomijać spacją.
hold.kdd1.yml,scroll.lvl_1.3n2w.9x4,Conquer all the required rooms to open your way to the next level.,Oczyść wszystkie komnaty by otworzyć sobie drogę na kolejny poziom.
hold.kdd1.yml,scroll.lvl_1.3n2w.9x6,"Once you leave a room cleared of all monsters, it will be marked as conquered.","Komnata zostanie oznaczona jako oczyszczona dopiero w momencie wyjścia, gdy nie ma w niej już żadnego żywego potwora."
hold.kdd1.yml,scroll.lvl_1.4n.13x17,Please keep the greenhouse doors closed.,Drzwi szklarni należy zamykać.
hold.kdd1.yml,scroll.lvl_1.4n.14x3,Please keep the greenhouse doors closed.,Drzwi szklarni należy zamykać.
hold.kdd1.yml,scroll.lvl_1.4n1w.5x10,Green gates open once you clear a room of all monsters.,Zielone wrota otwierają się po zabiciu wszystkich potworów w komnacie.
hold.kdd1.yml,scroll.lvl_1.4n3w.21x7,Force arrows block both Beethro's and monsters' movement in the opposite direction.,Blokowskazy uniemożliwiają ruch w kierunku przeciwnym do wskazanego - dotyczy to zarówno Beethro jak i potworów.
hold.kdd1.yml,scroll.lvl_1.5n.10x12,"Sorry'ir, we'r nyet goin' to fin'sh ze buildn' wiz ze grand' roche'z runin' wild!",Praszam ale ni ma że my robić w budynek jak dzikie robactwo wszędzie!
hold.kdd1.yml,scroll.lvl_1.5n.16x5,Emergency exit is out of commission.,Nieczynne wyjście awaryjne
hold.kdd1.yml,scroll.lvl_1.5n1w.6x17,Most monsters when moving onto a corner diagonally will slide vertically if possible.,"Większość potworów preferuje ruch pionowy, jeżeli muszą wybierać między nim a poziomym."
hold.kdd1.yml,scroll.lvl_1.5n1w.6x22,Observe how the southern roach behaves when it tries to move onto a corner diagonally.,Zwróć uwagę na zachowanie dolnego karaczana gdy nachodzi na róg po skosie.
hold.kdd1.yml,scroll.lvl_1.5n1w.9x3,This game is completely deterministic - there is no random or unpredictable behavior.,DROD jest w pełni deterministyczny - nie ma tu żadnej losowości a wszystko zachowuje się wedle spójnego zbioru zasad.
hold.kdd1.yml,scroll.lvl_1.5n2w.18x12,Remember that you can click an orb with the mouse to see what doors it affects.,"Pamiętaj, że możesz kliknąć myszką na kulę by zobaczyć jak działa (i na drzwi też!)"
hold.kdd1.yml,scroll.lvl_1.5n2w.4x11,You can also undo (and restart) when the death animation is playing!,Cofać ruch (i restartować komnatę) możesz także podczas animacji śmierci.
hold.kdd1.yml,scroll.lvl_1.5n2w.4x9,"Touching a checkpoint 'X' allows you to rewind to when you last stepped on it.
Hit `%keymap.restart%` to restart the room or go back to the last checkpoint you have touched.",Stanięcie na punkcie kontrolnym pozwala cofnąć się do niego po wciśnięciu `%keymap.restart%`.
hold.kdd1.yml,scroll.lvl_1.5n2w.6x11,"Look out!  It's dangerous here.

If you make a mistake, hit `%keymap.undo%` to undo a move.","Uważaj! Tu jest niebezpiecznie.

Jeżeli się pomylisz możesz zawsze wcisnąć `%keymap.undo%` by cofnąć ruch."
hold.kdd1.yml,scroll.lvl_1.6n.1x22,The secrets don't have to be conquered in one playthrough for the hold to be Mastered.,Sekretne komnaty możesz oczyszczać w dowolnej kolejności i w różnych rozgrywkach by osiągnąć mistrzostwo.
hold.kdd1.yml,scroll.lvl_1.6n2w.12x12,Broken and secret walls can be damaged by your sword.,Pęknięte i sekretne ściany możesz zniszczyć mieczem.
hold.kdd1.yml,scroll.lvl_1.6n2w.1x12,So don't miss the ones in the corner when you come back.,Więc nie pomiń tej w rogu kiedy będziesz wracać.
hold.kdd1.yml,scroll.lvl_1.6n2w.7x1,A fine swordsman can defeat all the roaches without using the southern nook for cover!,Sprawny szermierz potrafi pozbyć się karaczanów nie chowając się we wnęce.
hold.kdd1.yml,scroll.lvl_1.6n2w.9x12,Secret walls blend with the regular ones much better though.,Sekretne ściany dobrze zlewają się ze zwykłymi.
hold.kdd1.yml,scroll.lvl_1.6n3w.20x12,Follow the sandy path to learn the backswipe technique! Remember about diagonal movement and don't turn your sword.,Podążaj za piaskową ścieżką by poznać technikę flankowania. Pamiętaj by ruszać się po skosie i nie próbuj się obracać.
hold.kdd1.yml,scroll.lvl_1.6n3w.5x12,"Repeat to analyze the backswipe. Master this technique, for it will prove crucial in your further endeavors.",Powtórz całośc by lepiej zrozumieć flankowanie. Opanuj ją dobrze bo nie raz ocali Ci życie.
hold.kdd1.yml,scroll.lvl_1.6n3w.8x15,...then move southeast to kill it.,...a teraz zrób krok na południowy-wschód by go zabić.
hold.kdd1.yml,scroll.lvl_1.6n3w.8x9,...then move northeast to kill it.,...a teraz zrób krok na północny-wschód by go zabić.
hold.kdd1.yml,scroll.lvl_1.6n3w.9x16,Place yourself on the green floor and make sure the roach stands on the sand tile directly south of you...,"Stań na zielonej podłodze i upewnij się, że karaczan stoi na piasku dokładnie na południe od ciebie..."
hold.kdd1.yml,scroll.lvl_1.6n3w.9x8,Place yourself on the green floor and make sure the roach stands on the sand tile directly north of you...,"Stań na zielonej podłodze i upewnij się, że karaczan stoi na piasku dokładnie na północ od ciebie..."
hold.kdd1.yml,scroll.lvl_1.entrance.13x13,Use numerical keyboard or %keymap.all_moves% to move around. Keys can be remapped from within the pause menu (escape).,Poruszaj się przy pomocy klawiatury numerycznej lub %keymap.all_moves%. Sterowanie możesz zmienić w opcjach po wciśnięciu Escape.
hold.kdd1.yml,scroll.lvl_1.entrance.14x8,"To reference the controls anytime you wish, hit `Escape`, click `Get General Help` and go to `How to Play`.","Sterowanie możesz sprawdzić w każdej chwili wciskając Escape, następnie ""Pomoc"" a potem ""Jak Grać""."
hold.kdd1.yml,scroll.lvl_2.1n1e.13x11,You shouldn't be so destructive.,Nie za dużo w tobie żądzy niszczenia?
hold.kdd1.yml,scroll.lvl_2.1n1w.25x1,"If you don't know it yet, Queens move away from you and don't lay eggs on open yellow gates.",Jeżeli jeszcze tego nie wiesz królowe nie mogą składać jaj na otwartych żółtych wrotach.
hold.kdd1.yml,scroll.lvl_2.1s.22x13,Don't do it! It's obvious what will happen!,Nie rób tego! To oczywiste co się stanie!
hold.kdd1.yml,scroll.lvl_2.1s3e.24x1,You can prevent yourself from accidentally leaving a room by hitting the '%keymap.lock%' key on your keyboard.,Jeżeli nie chcesz przypadkowo wyjśc z konnaty możesz to zablokować wciskając klawisz `%keymap.lock%`.
hold.kdd1.yml,scroll.lvl_2.1s3e.24x2,A small lock on the minimap indicates that a room is locked.,"Ikonka kłódki na minimapie oznacza, że wyjście z komnaty jest zablokowane."
hold.kdd1.yml,scroll.lvl_2.2e.1x22,Roach queens always run away from Beethro; this behavior can be used to manipulate them.,Królowe zawsze uciekają z dala od Beethro; możesz wykorzystać ich zachowanie by nimi manipulować.
hold.kdd1.yml,scroll.lvl_2.2n.1x1,`%keymap.battle%` will perform the inverse of the last action! Good for quickly cleaning up a horde of monsters.,`%keymap.battle%` wykona odwrotność ostatniego ruchu. Przydatne gdy chcesz szybko i przyjemnie pozbyć się hordy potworów.
hold.kdd1.yml,scroll.lvl_2.2n.3x3,Did you know that you can hold Shift while performing any action to automatically follow it with its inverse?,"Czy wiesz, że możesz przytrzymać shift wykonując akcję by od razu po niej wykonać jej odwrotność?"
hold.kdd1.yml,scroll.lvl_2.2s3e.20x5,You can use Shift+Wait to skip until the next spawn.,Przy pomocy Shift+Czekaj możesz poczekać do kolejnego rozrostu.
hold.kdd1.yml,scroll.lvl_2.2s3e.6x14,Good timing makes things a lot easier.,Dobre wyczucie czasu znacząco ułatwia pewne rzeczy.
hold.kdd1.yml,scroll.lvl_2.3n.24x21,Eggs will hatch into fully grown-up roaches 5 turns after being spawned.,Dorosłe karaczany wyrastają z jajek w ciągu 5 tur.
hold.kdd1.yml,scroll.lvl_2.3n.24x22,Roach queens spawn roach eggs every 30 turns (the turn after the spawn counter becomes red).,Królowe składają jaja co 30 tur - turę po tym jak licznik rozrostu staje się czerwony.
hold.kdd1.yml,scroll.lvl_2.3s3e.24x21,"Eggs will never appear on trapdoors, arrows, or opened yellow gates.","Jaj nie da się złożyć na zapadnaich, blokowskazach i otwartych żółtych wrotach."
hold.kdd1.yml,scroll.lvl_2.3s3e.25x18,"Also, if a queen is moving on the spawn turn, no egg will appear on the tile she has just moved from.",Ponadto uciekająca królowa nie może złożyć jaj na polu na którym przed chwilą stała.
hold.kdd1.yml,scroll.lvl_2.3s3e.6x2,Observe carefully what happens on the spawn turn.,Przyjrzyj się temu co się dzieje w turze rozrostu.
hold.kdd1.yml,scroll.lvl_2.entrance.25x12,You may wish to clear the rooms to the north first.,Warto wpierw oczyścić północne komnaty.
hold.kdd1.yml,scroll.lvl_3.1e.22x23,Such a long walk. It almost seems unnecessary.,"Droga tak długa, że aż sprawia wrażenie niepotrzebnej."
hold.kdd1.yml,scroll.lvl_3.1n1e.17x13,"After stepping on a mimic potion, use your mouse or wait key to choose the tile where you want to place the mimic.",Po wypiciu mikstury mimika wybierz pole na którym go postawić przy pomocy myszki lub klawiatury.
hold.kdd1.yml,scroll.lvl_3.1n1w.23x4,"With the invisible potion they can't see you, but they can still smell you if you get close.",Może i niewidzialny Beethro jest niewidoczny dla potworót ale wciąż mogą go wyczuć z bliska.
